City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,marietta,33.9526,-84.5499,289.68,58,75,4.12,US,1670015532
367,victoria,22.2855,114.1577,291.07,76,100,4.47,HK,1670015402
368,krasnyy kommunar,51.9644,55.3668,257.19,65,0,8.0,RU,1670015533
369,ahero,-0.1746,34.9163,291.02,81,70,2.39,KE,1670015533
370,port blair,11.6667,92.75,299.81,80,79,3.39,IN,1670015533
371,timbo,-26.8233,-49.2717,300.32,90,100,1.15,BR,1670015533
372,lakota,5.8528,-5.6883,295.44,96,41,1.5,CI,1670015534
373,jasrana,27.25,78.6833,289.24,50,0,0.84,IN,1670015534
374,macvanska mitrovica,44.9656,19.5981,277.6,85,99,2.38,RS,1670015534
375,pangoa,-12.1167,-73.0,295.51,97,98,0.75,PE,1670015534
376,klaksvik,62.2266,-6.589,282.66,98,100,6.21,FO,1670015535
377,cuamba,-14.8031,36.5372,295.28,77,98,1.54,MZ,1670015535
378,smirnykh,49.75,142.8333,258.33,96,100,0.7,RU,1670015535
379,deer lake,49.1667,-57.4316,272.07,59,75,5.66,CA,1670015535
380,tucuman,-26.8241,-65.2226,304.15,23,20,1.54,AR,1670015326
381,hit,33.6416,42.8251,288.74,62,85,3.68,IQ,1670015536
382,bam,29.106,58.357,285.7,39,2,1.54,IR,1670015354
383,youghal,51.95,-7.8506,280.71,100,93,4.09,IE,1670015536
384,swellendam,-34.0226,20.4417,288.51,66,89,3.84,ZA,1670015536
385,alta floresta,-9.8756,-56.0861,300.26,73,86,1.18,BR,1670015536
386,rovaniemi,66.5,25.7167,268.82,100,100,3.09,FI,1670015339
387,mangla,31.8931,72.3817,288.49,30,0,2.57,PK,1670015448
388,prince rupert,54.3161,-130.3201,271.06,48,72,3.03,CA,1670015537
389,agua prieta,31.3,-109.5667,297.25,33,0,8.23,MX,1670015537
390,kaeo,-35.1,173.7833,290.53,50,3,2.66,NZ,1670015537
391,bhadasar,28.2833,74.3167,289.75,27,11,2.66,IN,1670015538
392,krasnoselkup,65.7,82.4667,258.89,95,100,6.29,RU,1670015538
393,newport,51.5877,-2.9984,278.77,70,46,6.24,GB,1670015538
394,cascais,38.6979,-9.4215,285.89,75,0,5.36,PT,1670015539
395,samarai,-10.6167,150.6667,300.03,80,100,2.13,PG,1670015539
396,nalut,30.3333,10.85,288.37,27,62,5.24,LY,1670015539
397,yanam,16.7333,82.2167,297.03,86,23,1.87,IN,1670015539
398,mumford,5.2618,-0.759,299.2,82,91,4.55,GH,1670015539
399,dutse,11.7594,9.3392,296.18,25,97,2.95,NG,1670015540
400,bonavista,48.6499,-53.1147,274.78,66,20,9.95,CA,1670015540
401,fougamou,-1.2154,10.5838,296.34,96,100,0.52,GA,1670015540
402,okha,53.5739,142.9478,251.1,96,69,6.55,RU,1670015541
403,tateyama,34.9833,139.8667,283.57,74,100,4.7,JP,1670015541
404,chuy,-33.6971,-53.4616,293.64,79,97,5.65,UY,1670015541
405,kathmandu,27.7167,85.3167,283.27,87,20,1.54,NP,1670015541
406,rock hill,34.9249,-81.0251,288.14,52,100,0.0,US,1670015542
407,chibuto,-24.6867,33.5306,296.26,77,0,4.18,MZ,1670015542
408,sterling,39.0062,-77.4286,283.63,39,75,4.12,US,1670015543
409,orlik,52.5178,99.825,242.93,92,67,1.19,RU,1670015543
410,am timan,11.0297,20.2827,300.01,25,83,2.5,TD,1670015359
411,sabang,5.8933,95.3214,299.9,72,100,1.36,ID,1670015543
412,praia da vitoria,38.7333,-27.0667,286.35,67,53,12.05,PT,1670015544
413,sakakah,29.9697,40.2064,287.85,61,0,3.51,SA,1670015544
414,gizo,-8.103,156.8419,299.04,84,100,1.07,SB,1670015544
415,xingyi,24.1877,102.817,286.0,85,96,2.8,CN,1670015544
416,bagdarin,54.4333,113.6,247.13,82,87,1.71,RU,1670015545
417,belmonte,-15.8631,-38.8828,297.19,89,100,4.31,BR,1670015545
418,obo,5.3998,26.4869,294.31,77,99,0.92,CF,1670015545
419,polunochnoye,60.8697,60.4153,252.09,98,5,1.49,RU,1670015546
420,sand springs,36.1398,-96.1089,286.99,86,100,6.17,US,1670015546
421,jinxiang,27.4327,120.6062,285.51,91,100,4.5,CN,1670015546
422,ilulissat,69.2167,-51.1,281.16,42,100,13.38,GL,1670015335
423,bundaberg,-24.85,152.35,293.27,73,36,1.79,AU,1670015546
424,eyl,7.9803,49.8164,298.12,74,8,6.83,SO,1670015547
425,senanga,-16.1167,23.2667,296.06,32,0,0.55,ZM,1670015547
426,villazon,-22.0866,-65.5942,285.41,43,33,7.76,BO,1670015547
427,dunedin,-45.8742,170.5036,284.71,65,99,2.24,NZ,1670015347
428,mountain home,43.133,-115.6912,273.86,40,0,2.06,US,1670015548
429,margate,51.3813,1.3862,279.65,76,100,3.13,GB,1670015548
430,brownfield,33.1812,-102.2744,296.7,26,5,10.9,US,1670015548
431,nara,34.6851,135.8049,275.65,73,7,0.99,JP,1670015548
432,joao pinheiro,-17.7425,-46.1725,298.19,67,100,2.99,BR,1670015548
433,gamba,-2.65,10.0,297.71,91,100,1.89,GA,1670015549
434,klyuchi,52.2667,79.1667,251.87,99,37,2.13,RU,1670015549
435,etchoropo,26.7667,-109.6667,306.71,28,4,5.07,MX,1670015550
436,zhireken,52.8249,117.3076,241.48,98,36,1.21,RU,1670015550
437,husavik,66.0449,-17.3389,275.07,80,68,2.64,IS,1670015550
438,bud,39.447,-86.1758,287.12,41,100,8.41,US,1670015550
439,saint-denis,48.9167,2.3333,276.92,92,75,6.17,FR,1670015520
440,saint anthony,45.0205,-93.218,276.93,70,0,4.12,US,1670015551
441,sao filipe,14.8961,-24.4956,296.07,66,100,4.98,CV,1670015551
442,uddevalla,58.3478,11.9424,275.37,93,98,2.7,SE,1670015552
443,merke,42.8728,73.1786,270.62,68,28,1.29,KZ,1670015552
444,talnakh,69.4865,88.3972,258.82,97,100,4.1,RU,1670015552
445,mogadishu,2.0371,45.3438,299.43,80,77,5.87,SO,1670015553
446,aleppo,36.25,37.5,286.51,74,9,2.92,SY,1670015303
447,champerico,14.3,-91.9167,301.59,68,0,2.92,GT,1670015555
448,atherton,53.5237,-2.4935,280.31,88,31,0.45,GB,1670015555
449,iquique,-20.2208,-70.1431,294.17,62,21,3.05,CL,1670015385
450,byron bay,-28.65,153.6167,289.66,79,95,7.01,AU,1670015557
451,mount gambier,-37.8333,140.7667,289.24,66,6,1.96,AU,1670015557
452,mount isa,-20.7333,139.5,292.02,55,3,0.0,AU,1670015558
453,jumla,29.2747,82.1838,278.04,44,5,2.41,NP,1670015558
454,sorbhog,26.5,90.8667,289.55,63,0,2.08,IN,1670015558
455,pulandian,39.3953,121.9669,273.64,43,86,5.65,CN,1670015342
456,muisne,0.6,-80.0333,297.92,77,81,4.74,EC,1670015559
457,frontera,26.9333,-101.45,300.55,42,3,0.89,MX,1670015559
458,biltine,14.5333,20.9167,300.34,17,0,7.46,TD,1670015559
459,doha,25.2867,51.5333,297.14,78,3,4.12,QA,1670015346
460,baghmara,23.795,86.2085,289.14,45,0,1.76,IN,1670015560
461,el fuerte,26.4189,-108.6194,307.09,14,5,3.46,MX,1670015560
462,evensk,61.95,159.2333,264.18,89,100,0.87,RU,1670015560
463,mocuba,-16.8392,36.9856,293.93,93,68,2.14,MZ,1670015561
464,sioux lookout,50.1001,-91.917,269.03,92,100,2.51,CA,1670015561
465,ippy,6.2679,21.2247,297.64,64,100,1.92,CF,1670015561
466,guiglo,6.5456,-7.4966,295.14,97,100,1.29,CI,1670015561
467,waipawa,-41.4122,175.5153,284.24,64,93,4.36,NZ,1670015562
468,sangar,63.9242,127.4739,240.13,95,100,2.0,RU,1670015562
469,mayumba,-3.432,10.6554,297.63,85,100,1.83,GA,1670015562
470,roald,62.5833,6.1333,276.11,69,0,5.14,NO,1670015562
471,atasu,48.6814,71.6433,258.42,95,94,3.4,KZ,1670015563
472,show low,34.2542,-110.0298,284.6,25,100,6.69,US,1670015563
473,bridlington,54.0831,-0.1919,280.94,84,88,5.81,GB,1670015555
474,carnot,4.9409,15.8665,299.69,42,98,1.22,CF,1670015563
475,itamaraju,-17.0392,-39.5311,294.76,96,100,0.65,BR,1670015564
476,muros,42.7762,-9.0603,281.57,93,0,2.2,ES,1670015564
477,hervey bay,-25.2986,152.8535,293.92,69,87,9.14,AU,1670015564
478,belaya kholunitsa,58.84,50.8528,255.07,96,63,0.92,RU,1670015564
479,lagoa,39.05,-27.9833,286.5,64,74,12.61,PT,1670015564
480,necochea,-38.5473,-58.7368,295.64,32,0,4.53,AR,1670015565
481,labuhan,-6.8844,112.2051,297.94,86,100,3.96,ID,1670015565
482,boyolangu,-8.1181,111.8935,296.94,86,98,2.02,ID,1670015565
483,melilla,35.2937,-2.9383,286.36,100,40,1.54,ES,1670015565
484,mizdah,31.4451,12.9801,285.56,37,18,4.74,LY,1670015566
485,canyon,34.9803,-101.9188,296.62,15,16,12.67,US,1670015379
486,lesnoy,57.6198,63.0784,252.2,94,5,1.62,RU,1670015566
487,del rio,29.3627,-100.8968,292.21,69,0,4.12,US,1670015566
488,gazli,40.1333,63.45,270.24,29,0,3.05,UZ,1670015566
489,payo,-3.7508,103.6372,295.24,96,100,0.54,ID,1670015567
490,umm kaddadah,13.6017,26.6876,294.59,20,11,6.57,SD,1670015567
491,kabare,-2.4683,28.8242,288.84,96,100,0.36,CD,1670015567
492,wattegama,6.7989,81.4808,295.72,92,41,1.46,LK,1670015567
493,zhicheng,30.2956,111.5047,276.18,50,1,0.58,CN,1670015436
494,nanakuli,21.3906,-158.1547,301.16,55,20,4.63,US,1670015568
495,fare,-16.7,-151.0167,299.9,78,26,8.24,PF,1670015447
496,salalah,17.0151,54.0924,297.2,78,20,2.57,OM,1670015568
497,sarangani,5.4033,125.4636,301.15,75,100,8.44,PH,1670015568
498,daru,-9.0763,143.2092,298.74,85,100,5.41,PG,1670015568
499,syracuse,37.0881,15.2792,288.8,70,100,3.1,IT,1670015327
500,morondava,-20.2833,44.2833,298.94,79,70,3.23,MG,1670015569
501,anadyr,64.75,177.4833,267.43,86,20,8.0,RU,1670015569
502,altar,30.7,-111.8167,297.58,25,16,3.49,MX,1670015569
503,nantucket,41.2835,-70.0995,281.21,69,20,5.14,US,1670015570
504,salinopolis,-0.6136,-47.3561,299.81,83,99,6.09,BR,1670015570
505,mehamn,71.0357,27.8492,273.12,93,0,3.6,NO,1670015570
506,aurangabad,19.8833,75.3333,291.27,52,1,1.3,IN,1670015570
507,huilong,31.8111,121.655,280.33,83,100,2.84,CN,1670015570
508,altea,38.5989,-0.0514,286.56,77,99,7.72,ES,1670015341
509,luau,-10.7073,22.2247,291.22,94,95,1.78,AO,1670015571
510,poli,-3.3333,36.8,288.86,86,24,1.9,TZ,1670015571
511,thiruvananthapuram,8.4833,76.9167,298.14,88,75,3.09,IN,1670015571
512,nyurba,63.2842,118.3319,251.68,97,100,2.31,RU,1670015571
513,vardo,70.3705,31.1107,273.14,93,100,4.12,NO,1670015572
514,ivdel,60.6911,60.4206,252.29,98,5,1.39,RU,1670015572
515,matagami,49.7502,-77.6328,272.57,81,100,5.93,CA,1670015572
516,lukovetskiy,64.2956,41.9211,265.51,93,100,1.23,RU,1670015572
517,christchurch,-43.5333,172.6333,285.34,74,100,3.09,NZ,1670015491
518,providencia,28.7167,-111.5833,304.93,24,49,2.77,MX,1670015573
519,vagur,61.4732,-6.8119,282.16,96,100,10.24,FO,1670015573
520,monticello,45.3055,-93.7941,276.56,75,0,2.57,US,1670015573
521,makarov,48.6333,142.8,262.49,78,71,3.26,RU,1670015574
522,osmanabad,18.1667,76.05,294.64,63,8,3.36,IN,1670015570
523,westerly,41.3776,-71.8273,280.07,67,0,2.57,US,1670015574
524,bilibino,68.0546,166.4372,248.42,92,44,1.86,RU,1670015575
525,portland,45.5234,-122.6762,280.92,71,100,6.69,US,1670015575
526,bodden town,19.2833,-81.25,302.59,67,40,7.72,KY,1670015576
527,katsuura,35.1333,140.3,283.97,69,100,3.04,JP,1670015576
528,teknaf,20.8624,92.3058,294.76,76,4,2.63,BD,1670015576
529,campoverde,-8.4753,-74.8058,298.98,48,100,2.83,PE,1670015577
530,kikwit,-5.041,18.8162,294.71,95,99,0.69,CD,1670015577
531,townsville,-19.25,146.8,296.64,73,12,2.57,AU,1670015577
532,havre-saint-pierre,50.2334,-63.5986,268.67,74,70,6.87,CA,1670015577
533,nabire,-3.3667,135.4833,296.68,91,45,1.49,ID,1670015578
534,kungurtug,50.5994,97.5228,243.67,98,81,0.54,RU,1670015578
535,uthal,25.8072,66.6219,293.77,56,0,0.99,PK,1670015578
536,sheridan,44.8333,-106.9173,268.88,70,0,3.09,US,1670015579
537,hamilton,39.1834,-84.5333,287.15,38,75,9.26,US,1670015579
538,faya,18.3851,42.4509,285.44,64,1,0.24,SA,1670015579
539,niteroi,-22.8833,-43.1036,301.26,69,40,8.23,BR,1670015463
540,natal,-5.795,-35.2094,299.51,78,20,3.09,BR,1670015334
541,nha trang,12.25,109.1833,297.15,94,100,2.73,VN,1670015404
542,gigmoto,13.7796,124.39,299.67,87,93,6.07,PH,1670015580
543,mbanza-ngungu,-5.25,14.8667,292.33,97,100,1.26,CD,1670015581
544,guarapari,-20.6667,-40.4975,295.31,95,100,5.71,BR,1670015581
545,kassala,15.451,36.4,298.66,52,0,4.28,SD,1670015581
546,bandarbeyla,9.4942,50.8122,298.69,72,99,7.45,SO,1670015582
547,brainerd,46.358,-94.2008,275.16,64,100,5.66,US,1670015582
548,maningrida,-12.0667,134.2667,300.32,71,98,1.57,AU,1670015582
549,dengfeng,34.4553,113.0281,275.36,47,100,0.91,CN,1670015582
550,takoradi,4.8845,-1.7554,299.02,83,96,3.8,GH,1670015325
551,turayf,31.6725,38.6637,285.54,64,3,2.43,SA,1670015583
552,vegachi,6.7614,-74.7947,297.84,64,90,2.5,CO,1670015583
553,allapalli,19.4167,80.0667,291.64,79,0,0.86,IN,1670015583
554,quelimane,-17.8786,36.8883,294.88,80,43,2.7,MZ,1670015583
555,carutapera,-1.195,-46.02,299.37,80,100,4.26,BR,1670015583
556,mao,39.8885,4.2658,285.46,87,40,2.06,ES,1670015584
557,guerrero negro,27.9769,-114.0611,292.19,56,29,5.32,MX,1670015584
558,kirakira,-10.4544,161.9205,300.27,84,100,3.26,SB,1670015584
559,saint-paul,-21.0096,55.2707,296.21,78,17,0.13,RE,1670015545
560,rancharia,-22.2292,-50.8931,300.94,60,99,1.22,BR,1670015585
561,pangnirtung,66.1451,-65.7125,265.15,86,100,6.17,CA,1670015585
562,boa vista,2.8197,-60.6733,301.14,69,20,2.06,BR,1670015341
563,ossora,59.2353,163.0719,261.79,74,76,3.01,RU,1670015585
564,lieksa,63.3167,30.0167,270.08,96,100,2.22,FI,1670015585
565,jesus carranza,17.4333,-95.0333,299.06,84,48,5.07,MX,1670015585
566,namatanai,-3.6667,152.4333,299.24,85,100,0.74,PG,1670015586
567,vanavara,60.34,102.2797,252.07,96,100,2.86,RU,1670015586
568,caravelas,-17.7125,-39.2481,295.59,92,100,4.04,BR,1670015586
569,auki,-8.7676,160.7034,298.28,90,100,2.43,SB,1670015587
570,marabba,12.35,32.1833,300.26,22,0,5.83,SD,1670015587
571,great yarmouth,52.6083,1.7305,279.83,73,100,10.01,GB,1670015587
572,bogorodskoye,56.55,37.8833,261.59,95,96,2.19,RU,1670015588
